"ISBN";"Book-Title";"Book-Author";"Year-Of-Publication";"Publisher";"Image-URL-S";"Image-URL-M";"Image-URL-L"
"0882950622";"Utopia (Crofts Classics)";"Thomas More";"1949";"Harlan Davidson Inc";"http://images.amazon.com/images/P/0882950622.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0882950622.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0882950622.01.
"0553212273";"The Prince (Bantam Classic)";"Niccolo MacHiavelli";"1981";"Bantam Books";"http://images.amazon.com/images/P/0553212273.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553212273.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553212273
"0679732500";"The Getaway (Vintage Crime/Black Lizard)";"Jim Thompson";"1994";"Vintage Books USA";"http://images.amazon.com/images/P/0679732500.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679732500.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P
"0684844176";"Left Back : A Century of Failed School Reforms";"Diane Ravitch";"2000";"Simon &amp; Schuster";"http://images.amazon.com/images/P/0684844176.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0684844176.01.MZZZZZZZ.jpg";"http://images.amazon.co
"034544907X";"Secret Language (Ballantine Reader's Circle)";"Monica Wood";"2002";"Ballantine Books";"http://images.amazon.com/images/P/034544907X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/034544907X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images
"0684846713";"HOLDING OUT : A NOVEL";"Anne O. Faulk";"1998";"Simon &amp; Schuster";"http://images.amazon.com/images/P/0684846713.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0684846713.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0684846713.01.
"0749396660";"The Island of the Day Before";"Umberto Eco";"1996";"Minerva";"http://images.amazon.com/images/P/0749396660.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0749396660.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0749396660.01.LZZZZZZZ
"0330484907";"Give Me Ten Seconds";"John Sergeant";"2002";"Pan Macmillan";"http://images.amazon.com/images/P/0330484907.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0330484907.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0330484907.01.LZZZZZZZ.
"0140174923";"The Art of Fiction: Illustrated from Classic and Modern Texts";"David Lodge";"1994";"Penguin Books";"http://images.amazon.com/images/P/0140174923.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140174923.01.MZZZZZZZ.jpg";"http://images.ama
"014044291X";"My Apprenticeship (Classics S.)";"Maksim Gor'kii";"1974";"Penguin Books Ltd";"http://images.amazon.com/images/P/014044291X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/014044291X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/014044
"0684842572";"The GHOST STORIES OF EDITH WHARTON";"Edith Wharton";"1997";"Scribner";"http://images.amazon.com/images/P/0684842572.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0684842572.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0684842572.01
"0553374591";"Feersum Endjinn";"Iain M. Banks";"1995";"Bantam";"http://images.amazon.com/images/P/0553374591.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553374591.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553374591.01.LZZZZZZZ.jpg"
"0349121982";"Periodic Table";"Primo Levi";"0";"Abacus Uk";"http://images.amazon.com/images/P/0349121982.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0349121982.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0349121982.01.LZZZZZZZ.jpg"
"0449131289";"The Joshua Sequence";"Frederick D. Huebner";"1991";"Fawcett Books";"http://images.amazon.com/images/P/0449131289.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0449131289.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0449131289.01.LZ
"0340577118";"A Little Princess";"Frances Hodgson Burnett";"1992";"Hodder Children's Books";"http://images.amazon.com/images/P/0340577118.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0340577118.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/03405
"0373834330";"Harlequin Series Sampler (Harlequin Promo)";"Muriel Jensen";"2000";"Harlequin";"http://images.amazon.com/images/P/0373834330.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373834330.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373
"0061060119";"Freshman Guys (Freshman Dorm, No 3)";"Linda A. Cooney";"1990";"Harpercollins Juvenile Books";"http://images.amazon.com/images/P/0061060119.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0061060119.01.MZZZZZZZ.jpg";"http://images.amazon.com
"0140367233";"A Christmas Carol (Puffin Classics (Paperback))";"Charles Dickens";"1995";"Puffin Books";"http://images.amazon.com/images/P/0140367233.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140367233.01.MZZZZZZZ.jpg";"http://images.amazon.com/ima
"1590600843";"Alice in Wonderland (Illustrated Classic Editions)";"Lewis Carroll";"1996";"Playmore/Waldman";"http://images.amazon.com/images/P/1590600843.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1590600843.01.MZZZZZZZ.jpg";"http://images.amazon.co
"0679442111";"Denial: A Novel";"Keith Ablow";"1997";"Random House Inc";"http://images.amazon.com/images/P/0679442111.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679442111.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679442111.01.LZZZZZZZ.jpg
"0195813898";"Little Women";"Alcott";"1985";"Oxford University Press";"http://images.amazon.com/images/P/0195813898.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0195813898.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0195813898.01.LZZZZZZZ.jpg"
"0582528380";"Tales from the Arabian Nights";"John Turvey";"1986";"Longman Group United Kingdom";"http://images.amazon.com/images/P/0582528380.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0582528380.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/
"0130831549";"Exploring Research (4th Edition)";"Neil J. Salkind";"1999";"Prentice Hall";"http://images.amazon.com/images/P/0130831549.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0130831549.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/01308315
"0195805763";"Stories of Shakespeare's Plays, 3";"H.G. Wyatt";"1988";"Oxford Univ Pr";"http://images.amazon.com/images/P/0195805763.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0195805763.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0195805763.
"0030211131";"Advertising, Promotion and Supplemental Aspects of IMC";"Terence A. Shimp";"1999";"South-Western College Pub";"http://images.amazon.com/images/P/0030211131.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0030211131.01.MZZZZZZZ.jpg";"http://
"0130859141";"Consumer Behavior (Prentice Hall International Editions)";"Schiffman";"1999";"Pearson Higher Education";"http://images.amazon.com/images/P/0130859141.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0130859141.01.MZZZZZZZ.jpg";"http://images
"0006915728";"The Flickering Torch Mystery (The Hardy Boys)";"Franklin W. Dixon";"1986";"HarperCollins Publishers";"http://images.amazon.com/images/P/0006915728.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0006915728.01.MZZZZZZZ.jpg";"http://images.am
"0340040017";"Five Go Off in a Caravan (Famous Five)";"Enid Blyton";"1978";"Hodder &amp; Stoughton General Division";"http://images.amazon.com/images/P/0340040017.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0340040017.01.MZZZZZZZ.jpg";"http://images.
"0553275607";"The New Jessica (Sweet Valley High, No 32)";"Francine Pascal";"1988";"Sweet Valley";"http://images.amazon.com/images/P/0553275607.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553275607.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P
"0553276662";"Out of Control (Sweet Valley High (Numbered Paperback))";"Francine Pascal";"1996";"Bantam Books";"http://images.amazon.com/images/P/0553276662.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553276662.01.MZZZZZZZ.jpg";"http://images.amazon
"0553276506";"Against the Odds (Sweet Valley High (Numbered Paperback))";"Francine Pascal";"1988";"Sweet Valley";"http://images.amazon.com/images/P/0553276506.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553276506.01.MZZZZZZZ.jpg";"http://images.amaz
"0553298542";"The Verdict (Sweet Valley, No 97)";"Francine Pascal";"1993";"Bantam Books";"http://images.amazon.com/images/P/0553298542.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553298542.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/05532985
"0553298577";"The Evil Twin (Sweet Valley High (Numbered Paperback))";"Kate William";"1993";"Bantam Books";"http://images.amazon.com/images/P/0553298577.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553298577.01.MZZZZZZZ.jpg";"http://images.amazon.com
"0553562282";"A Date With a Werewolf (Sweet Valley High, No 105)";"Francine Pascal";"1994";"Sweet Valley";"http://images.amazon.com/images/P/0553562282.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553562282.01.MZZZZZZZ.jpg";"http://images.amazon.com/
"0553280104";"Deadly Summer: Super Thriller (Sweet Valley High, No 4)";"Francine Pascal";"1991";"Sweet Valley";"http://images.amazon.com/images/P/0553280104.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553280104.01.MZZZZZZZ.jpg";"http://images.amazon
"0553292072";"Todd's Story (SVH Super Star #5)";"Francine Pascal";"1992";"Sweet Valley";"http://images.amazon.com/images/P/0553292072.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553292072.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/055329207
"0553567047";"For the Love of Ryan (Sweet Valley University, No 21)";"Francine Pascal";"1996";"Sweet Valley";"http://images.amazon.com/images/P/0553567047.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553567047.01.MZZZZZZZ.jpg";"http://images.amazon.c
"0553567071";"Sweet Kiss of Summer (Sweet Valley University, No 23)";"Francine Pascal";"1996";"Sweet Valley";"http://images.amazon.com/images/P/0553567071.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553567071.01.MZZZZZZZ.jpg";"http://images.amazon.c
"0451404548";"Fires of Heaven (Topaz Historical Romances)";"Chelley Kitzmiller";"1994";"Topaz";"http://images.amazon.com/images/P/0451404548.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451404548.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/04
"0440206308";"Extenuating Circumstances";"Jonathan Valin";"1994";"Dell Publishing Company";"http://images.amazon.com/images/P/0440206308.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440206308.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/044020
"044022344X";"Bastion Falls";"Susie Moloney";"1999";"Dell Publishing Company";"http://images.amazon.com/images/P/044022344X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/044022344X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/044022344X.01.LZZZZ
"0380750252";"After the Rain";"Norma Fox Mazer";"1987";"HarperTrophy";"http://images.amazon.com/images/P/0380750252.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380750252.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0380750252.01.LZZZZZZZ.jpg"
"0445406186";"Cinderella";"Ed McBain";"1987";"Mysterious Press";"http://images.amazon.com/images/P/0445406186.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0445406186.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0445406186.01.LZZZZZZZ.jpg"
"0812522419";"Butcher Bird";"Dean Ing";"1994";"Tor Books";"http://images.amazon.com/images/P/0812522419.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0812522419.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0812522419.01.LZZZZZZZ.jpg"
"0684863057";"Single &amp; Single Int'l Edition : A Novel";"John le Carre";"1999";"Scribner";"http://images.amazon.com/images/P/0684863057.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0684863057.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0684
"0679454462";"The Tailor of Panama";"John Le Carre";"1996";"Alfred A. Knopf";"http://images.amazon.com/images/P/0679454462.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679454462.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679454462.01.LZZZZZ
"0373832664";"At Ease With The Dead";"Walter Satterthwait";"1993";"Worldwide Library";"http://images.amazon.com/images/P/0373832664.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373832664.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373832664.
"0586200894";"Beauty";"Lewin Joel";"1988";"HarperCollins Publishers";"http://images.amazon.com/images/P/0586200894.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0586200894.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0586200894.01.LZZZZZZZ.jpg"
"0590470124";"Kristy and the Copycat (Baby-Sitters Club (Paperback))";"Ann M. Martin";"1997";"Scholastic Paperbacks";"http://images.amazon.com/images/P/0590470124.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0590470124.01.MZZZZZZZ.jpg";"http://images.
"0060193336";"Free Fall";"Kyle Mills";"2000";"HarperCollins Publishers";"http://images.amazon.com/images/P/0060193336.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060193336.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060193336.01.LZZZZZZZ.jp
"0670831379";"Tales of a Shaman's Apprentice: An Ethnobotanist Searches for New Medicines in the Amazon Rain Forest";"Mark J., Ph.D. Plotkin";"1993";"Viking Books";"http://images.amazon.com/images/P/0670831379.01.THUMBZZZ.jpg";"http://images.amazon.com/image
"0140046313";"Life of Noel Coward";"Cole Lesley";"1988";"Penguin USA";"http://images.amazon.com/images/P/0140046313.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140046313.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140046313.01.LZZZZZZZ.jpg"
"0582642647";"The Lonely Londoners (Longman Caribbean Writers Series)";"Samuel Selvon";"1989";"Longman";"http://images.amazon.com/images/P/0582642647.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0582642647.01.MZZZZZZZ.jpg";"http://images.amazon.com/im
"014035011X";"What Katy Did (Puffin Classics)";"Susan Coolidge";"1983";"Penguin USA";"http://images.amazon.com/images/P/014035011X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/014035011X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/014035011X.0
"0786812206";"The Million Dollar Shot";"Dan Gutman";"1998";"Hyperion Books for Children";"http://images.amazon.com/images/P/0786812206.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0786812206.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/07868122
"059094715X";"Gooseberry Park (Apple Signature)";"Cynthia Rylant";"1998";"Scholastic";"http://images.amazon.com/images/P/059094715X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/059094715X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/059094715X.
"0425171590";"Barney Fife and Other Characters I Have Known";"Don Knotts";"1999";"Berkley Boulevard Books";"http://images.amazon.com/images/P/0425171590.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0425171590.01.MZZZZZZZ.jpg";"http://images.amazon.com
"159113112X";"Prodigal Logic: A Ray Gabriel Floating Home Mystery";"Paul Petrucci";"2002";"Booklocker.com";"http://images.amazon.com/images/P/159113112X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/159113112X.01.MZZZZZZZ.jpg";"http://images.amazon.com
"0394551907";"You're Only Old Once! : A Book for Obsolete Children";"DR SEUSS";"1986";"Random House";"http://images.amazon.com/images/P/0394551907.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0394551907.01.MZZZZZZZ.jpg";"http://images.amazon.com/image
"034543773X";"Quickening (Ballantine Reader's Circle)";"Laura Catherine Brown";"2002";"Ballantine Books";"http://images.amazon.com/images/P/034543773X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/034543773X.01.MZZZZZZZ.jpg";"http://images.amazon.com/i
"1573221791";"The Virgin of Bennington";"Kathleen Norris";"2001";"Riverhead Books";"http://images.amazon.com/images/P/1573221791.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1573221791.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1573221791.01.
"1569472025";"Moab Is My Washpot: An Autobiography";"Stephen Fry";"2000";"Soho Press";"http://images.amazon.com/images/P/1569472025.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1569472025.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1569472025.
"0380730790";"Here's Your Hat What's Your Hurry: Stories";"Elizabeth McCracken";"1997";"Perennial";"http://images.amazon.com/images/P/0380730790.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380730790.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/
"0679772715";"A Regular Guy : A Novel";"Mona Simpson";"1997";"Vintage Books USA";"http://images.amazon.com/images/P/0679772715.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679772715.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679772715.01.LZ
"0679733035";"The Lost Father (Vintage Contemporaries)";"Mona Simpson";"1993";"Vintage Books USA";"http://images.amazon.com/images/P/0679733035.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679733035.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P
"1878067087";"She's a Rebel: The History of Women in Rock &amp; Roll";"Gillian G. Gaar";"1992";"Pub Group West";"http://images.amazon.com/images/P/1878067087.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1878067087.01.MZZZZZZZ.jpg";"http://images.amazo
"0684808730";"Flowers in the Dustbin : The Rise of Rock and Roll, 1947-1977";"James Miller";"1999";"Simon &amp; Schuster";"http://images.amazon.com/images/P/0684808730.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0684808730.01.MZZZZZZZ.jpg";"http://im
"0671532855";"Amrita";"Banana Yoshimoto";"1998";"Washington Square Press";"http://images.amazon.com/images/P/0671532855.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671532855.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671532855.01.LZZZZZZZ.
"0394535979";"Beloved";"TONI MORRISON";"1987";"Knopf";"http://images.amazon.com/images/P/0394535979.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0394535979.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0394535979.01.LZZZZZZZ.jpg"
"0679492658";"Independence Day";"RICHARD FORD";"1995";"Knopf";"http://images.amazon.com/images/P/0679492658.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679492658.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679492658.01.LZZZZZZZ.jpg"
"0571205690";"Almost Famous";"Cameron Crowe";"2000";"Faber &amp; Faber";"http://images.amazon.com/images/P/0571205690.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0571205690.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0571205690.01.LZZZZZZZ.jp
"0936085398";"Graced Land";"Laura Kalpakian";"1997";"Blue Heron Publishing";"http://images.amazon.com/images/P/0936085398.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0936085398.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0936085398.01.LZZZZZZ
"0618001913";"House";"Tracy Kidder";"1999";"Mariner Books";"http://images.amazon.com/images/P/0618001913.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0618001913.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0618001913.01.LZZZZZZZ.jpg"
"0671898264";"NP";"Banana Yoshimoto";"1995";"Washington Square Press";"http://images.amazon.com/images/P/0671898264.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671898264.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671898264.01.LZZZZZZZ.jpg"
"0375758305";"A&amp;R";"Bill Flanagan";"2001";"Random House Trade";"http://images.amazon.com/images/P/0375758305.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0375758305.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0375758305.01.LZZZZZZZ.jpg"
"0449909123";"Living Out Loud";"ANNA QUINDLEN";"1994";"Ballantine Books";"http://images.amazon.com/images/P/0449909123.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0449909123.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0449909123.01.LZZZZZZZ.j
"0060161647";"Sure of You";"Armistead Maupin";"1989";"Harpercollins";"http://images.amazon.com/images/P/0060161647.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060161647.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060161647.01.LZZZZZZZ.jpg"
"0060964081";"Significant Others";"Armistead Maupin";"1989";"HarperCollins Publishers";"http://images.amazon.com/images/P/0060964081.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060964081.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060964081
"0385317018";"Pack of Two: The Intricate Bond Between People and Dogs";"Caroline Knapp";"1999";"Delta";"http://images.amazon.com/images/P/0385317018.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385317018.01.MZZZZZZZ.jpg";"http://images.amazon.com/ima
"0375404023";"The Amateur: An Independent Life of Letters";"Wendy Lesser";"1999";"Pantheon Books";"http://images.amazon.com/images/P/0375404023.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0375404023.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P
"0425166872";"Red Azalea : Berkley Trade Signature Edition";"Anchee Min";"1999";"Berkley Publishing Group";"http://images.amazon.com/images/P/0425166872.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0425166872.01.MZZZZZZZ.jpg";"http://images.amazon.com
"038080624X";"Dream Brother: The Lives and Music of Jeff and Tim Buckley";"David Browne";"2002";"Perennial Currents";"http://images.amazon.com/images/P/038080624X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/038080624X.01.MZZZZZZZ.jpg";"http://images.
"0060975229";"Home Cooking";"Laurie Colwin";"1993";"Perennial";"http://images.amazon.com/images/P/0060975229.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060975229.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060975229.01.LZZZZZZZ.jpg"
